   1654   -3000    7274     2665    1499   -2708     -914      80     268
   1690   -3107    7166     2737    1693   -2507     -696     -18      53
   1678   -3142    7146     2536    2179   -2629    -1101      69    -118
   1644   -3246    7157     2516    2677   -2068    -2634     -28    1031
   1615   -3409    7090     2753    2124   -2256    -2106     -67     706
   1661   -3460    7022     3969    2418   -1492     -124    -473    -245
   1697   -3462    6989     2625    2248   -1921      868    -345    -594
   1687   -3357    7080     2842    2038   -2617     2080     119    -831
   1746   -3178    7169     2826    1797   -2559     4263     175   -1709
   1698   -2693    7313     2127     788   -5893    12414    2943   -5938
   1411   -1875    7341     1476    1708   -4804     9856    2523   -5140
   1272   -1441    7178     2315    1360   -2859     5455     605   -3084
   1152   -1080    6893     1947    -378   -1231     5915     199   -3680
   1026    -851    6804     1759     845   -3344     4931    -362   -3217
    902    -671    6561     2240     731   -3371     3961    -286   -2342
    777    -545    6462     2102     202   -3451     4417    -210   -2133
    655    -400    6124     1689    -886   -5034     5980    1244   -2966
    406    -319    5831     1600    2061   -4409     5468    1329   -2812
    249    -333    5488     3030     644   -2709     3445    1052   -1529
    159    -306    5282     2923   -1239   -1391     3254    1046   -1572
     67    -355    5044     2859   -1767   -2962     3840    1261   -2768
    -86    -499    4820     2967   -1738   -2576     3118     647   -2669
   -236    -675    4637     2894   -1925   -2054     2531     302   -3014
   -342    -849    4534     3131   -1266   -1933     1815    -234   -3134
   -462   -1017    4573     3127      38   -1279     1320   -1173   -2861
   -546   -1199    4571     3484    -539   -3334     1985    -436   -2731
   -614   -1363    4474     3216    -892   -2045     1200    -317   -1996
   -642   -1514    4472     3560    1035   -2222      246     209   -1091
   -686   -1598    4474     3512     217   -1947     -161     266    -209
   -691   -1620    4423     3766      83   -1164      501    -142     -39
   -662   -1566    4385     3183    -903   -4013       56    1202    -551
   -684   -1654    4312     3510   -2099   -1916      -19    1669   -1945
   -677   -1825    4198     3506   -2464   -1358     1206    1509   -4466
   -686   -2221    4116     3351     611   -1414     2581    1241   -4557
   -628   -2561    4054     3176    5322   -2489      -30    1706   -1777
   -568   -2727    3943     3975   -4409     471     1511     699   -4029
   -500   -2950    4003     3526    1150    -521      654    -883   -3185
   -446   -3135    4058     3557    1385   -2602      791    -280   -2993
   -367   -3360    3992     3214    1517   -2078     2165     649   -3360
   -198   -3648    4069     2157     958   -2591      658     257   -2421
   -136   -3774    4082     3725    4108    1142       16    -525   -1233
    -63   -3816    4170     2880    2374    -546      -87   -1054   -1324
     -9   -3928    4211     2634    2506   -2125       19   -1066   -1442
     64   -3997    4223     2667    2871   -2603      187    -307   -1190
    120   -4032    4204     2520    2886   -1817     -151    -448   -1045
    136   -4102    4292     2084    2097    -137      227   -1359   -1772
    254   -4193    4330     2144    2304   -1764      445   -1512   -2373
    325   -4272    4434     2016    3199   -1980     -136   -1217   -2019
    458   -4348    4439     1756    3602   -1992      -86   -1321   -1411
    507   -4436    4505     1763    3249   -2266      204   -1259   -1126
    508   -4507    4567     1525    2134   -2078      374   -1357   -1407
    622   -4562    4653     1422    3286   -2849      456   -1333    -886
    697   -4606    4768     1126    2170   -1091      -45   -2626   -1916
    839   -4712    4829      876    3209   -1521      682   -2470   -3290
   1030   -4788    4903     -351    4287   -3508     -248   -1694   -1839
   1205   -4852    4915     -451    2478   -1926       32   -2944   -2996
   1393   -4895    4972     -845    4002   -4034     -124   -2100   -1901
   1548   -4935    4915    -1329    4669   -2469     -138   -2681    -700
   1633   -4938    5019    -1143    4067   -3163     -242   -1982    -187
   1609   -4964    4938    -1011    3871   -3746      -92    -595     371
   1568   -4932    4932     -637    2963   -2725     -301    -818     -29
   1542   -4927    4869    -1296    1474   -1439     -523   -1032     369
   1561   -4945    4818     -848    2481    -430     -861   -2235     -39
   1523   -4948    4830    -2045    5535   -5116    -1143     208    1265
   1463   -4959    4742    -1996    1383   -2410     -569     841     245
   1442   -4973    4765    -1086    3692    -871     -823    -433    -408
   1474   -4933    4688     -917    2877    -352    -1065   -1809    -561
   1486   -4958    4615     -471    4289   -2396     -326   -1333    -535
   1538   -4942    4551    -1977    3504   -3922       40     318    -511
   1592   -4981    4565    -1427    3051    -494     -369    -516    -525
   1650   -4970    4575    -1753    3439     106     -448   -1479    -595
   1624   -4953    4519    -1755    2151   -1654    -1152     -41    -475
   1749   -4978    4498    -1932    1684   -1882     -757     378   -1565
   1876   -5003    4456    -1591    2186      94    -1164    -627   -1978
   2041   -4972    4348    -2203    1936   -1406    -1797    -411   -2301
   2181   -4951    4152    -2944    3687   -2452    -1803    -363   -1138
   2255   -4959    4067    -3027    2727   -3514    -1139     660    -582
   2352   -4929    4026    -2595    3744     365     -711     414    -571
   2424   -4930    3969    -2390    2075    -382      151     357   -2021
   2573   -4885    3946    -3053    3065   -1128     -246     535   -1653
   2749   -4865    4061    -2861    2024    -529     -418     682   -2357
   2937   -4786    3975    -2862    3688    -832    -1231     359   -2009
   3091   -4729    3894    -3673    4994    -498    -1268     -23    -900
   3144   -4669    3862    -3435    2556    -314    -1281    -218    -721
   3190   -4567    3818    -3552    2977    -481     -721    -467   -1330
   3274   -4547    3723    -3174    4771   -1316    -1286    -121     722
   3213   -4546    3711    -2982    2918   -1588     -867    1266    1041
   3220   -4518    3707    -3790    1530    -995     -829    1521     310
   3308   -4494    3751    -3467     603    1015    -1385     861   -1341
   3451   -4381    3797    -3467    1029   -2371    -3381    1854    -711
   3619   -4183    3795    -6008    2958   -5708    -4855    8041    -557
   3784   -4122    4055    -6186    6920     473    -4998    8463    4969
   3714   -4232    4320      175   -2493    8883      788    2303    -676
   3700   -4248    4455    -3096    5493   -3533     2307    1387     171
   3717   -4260    4656    -1499     534   -1555     4637    1583   -2320
   3860   -4132    4998    -2784    3060   -2946     5060    1459   -2400
   3915   -3979    5285    -2748    1972   -2161     3625     836   -1931
   3965   -3850    5513    -2929    2514   -4082     1586    1682   -1209
   3979   -3732    5596    -2801    1633   -3405     1540    1380   -1371
   4009   -3648    5752    -2067    1135   -2595     1924     833   -1374
   4041   -3476    5932    -3506    1303   -3423     2284    1432    -766
   3994   -3402    5989     1816   -3120   -2920     3693    1177   -2341
   3951   -3159    6272    -2334    -943   -6330     1520    2803   -2146
   3830   -3044    6406    -3582     469   -1623       88    2206   -1164
   3792   -3048    6407    -1446    -310   -2883     -825     830    -761
   3753   -3037    6439     -840    -764   -5756      187    1616    -926
   3628   -2976    6664    -1420    -477   -7054     -431    3712   -1107
   3373   -3048    6809    -2085    -493   -4812    -1441    4670    -543
   3216   -3049    6923      594    -743   -2610     -454    1364    -375
   3115   -3115    6909     -263    -843   -6231     -769    2930    -551
   2949   -3215    6985      213   -1143   -6905    -1959    5062   -1514
   2710   -3232    7036    -1277    1011    -263    -1383    2893   -1009
   2538   -3545    7013      848     861   -3623     -948    2497    -608
   2396   -3354    6991     1072    1334   -3461    -1266    2508    -396
   2259   -3399    6961     1695     786   -1968     -591    2488    -611
   2130   -3415    7030     3318     456   -1863      198    2770    -502
   1988   -3387    7052     2050    1357   -4282      267    2771    -718
   1849   -3399    6967     1079    1251   -3012     -237    2283    -908
   1740   -3405    6996     1988    1688   -2526      389    2155    -527
   1593   -3346    6968     3089    1707   -2719     1203    2235    -573
   1440   -3283    7024     2637     798   -3514      410    2542    -400
   1308   -3272    6937     2897     599   -2880     -376    2133    -427
   1214   -3281    6962     2742    1070   -1851      -79    2104    -511
   1080   -3295    7008     3698     930   -3131      688    3392    -344
    871   -3220    6881     3784    1048   -1127     1304    3599    -161
    677   -3181    6848     3926     901     869      284    1832    -162
    597   -3170    6752     3510    1113   -1004     -135     710     112
    542   -3157    6734     2600     972   -2000      631    1438    -173
    461   -3113    6669     4259    1481   -1328      967    2227    -180
    346   -3154    6626     1363     999    -207      288    2243    -662
    241   -3148    6596     4695    1889    -209        4    2158    -190
    184   -3125    6471     4407    1401    1879        8     400     -66
    151   -3142    6529     3856      -7   -1106     -259     782    -546
    121   -3178    6433     3816    1001    -407     -257    1043    -624
     82   -3216    6359     3885    6932   -1574     -829    1866     903
    -28   -3136    6355     4630    2130    2670     1543     730    1580
    -90   -3072    6360     3415   -3466   -2067     1374    3406   -1695
   -145   -3110    6287     4434    2436    3543      353   -1112    -292
    -91   -3151    6224     3351    -353   -2310      231     827   -1327
   -114   -3246    6219     3303    -264    -618    -1069    1469   -2238
    -49   -3409    6174     3931   11997    1802     -556    -270       2
    -41   -3396    6147     3644    1907     696     -833    -554     968
    -66   -3380    6197     3759    -116     271     4553   -1453   -1268
    -48   -3449    6052     3984    2021    2909     1350    1017    -843
    -70   -3520    5941     3852    9110    2957    -1632     -22    1152
   -114   -3558    5875     3453     956    2333    -1282     168     199
    -93   -3644    5937     4115   -1502    1079    -2765    -551   -1394
     22   -3809    5758     3747    -259    1398    -2766    -929   -2543
    179   -4035    5688     2741    2485    -222    -3146     275   -2030
    268   -4152    5463     3496    1496    1295    -2660     269   -2645
    432   -4329    5320     4575    1609    1902    -3557    -212   -3253
    620   -4453    5152     3693    5422    2966    -1284   -1434    -497
    677   -4468    5174     3497    1190    1640    -1262   -1151    -913
    752   -4533    5155     2427    2003     786    -1933    -483    -357
    774   -4554    4980     3125    1830    2440    -1312    -853    -521
    794   -4566    4975     4022    1633    2892     -106   -2065    -485
    851   -4603    5141     4154     918    2433     1108   -2102   -1044
    951   -4591    5222     3517    2139    2484     1470   -2918    -614
    968   -4580    5312     2674     532    -165    -1971   -1245    -796
   1045   -4593    5188     2690    2913    2083    -1135   -2250      79
   1067   -4602    5202     3261    1323      67     -367   -1814    -557
   1122   -4597    5253     3089    2499     420       27   -1343    -172
   1119   -4617    5260     3182    2367    -110     -883   -1347     399
   1125   -4627    5284     4187    1103    1649      451   -2207    -228
   1154   -4611    5262     3439    2820   -2716     -165    -669     451
   1132   -4597    5291     3539    2295    -484     -657    -290     602
   1094   -4629    5277     3795    1796     794     -699   -1013     517
   1071   -4605    5284     3545    1535     412     -722    -904     292
   1053   -4586    5206     3038    3301   -2091    -1565     687    1053
    965   -4591    5112     3572    1333    1274     -793     -35     475
    962   -4599    4958     4039     950   -1082    -2654     686     156
    967   -4569    4783     3798    1429    1069    -1976     424    -327
    973   -4599    4703     2935    2289    -760    -2397     735     485
    947   -4569    4456     2850    1942     378    -2588    1460     273
    960   -4546    4254     3713    1216     644    -1151    1873     -75
   1023   -4524    4194     3847    1065    1051    -1420    1596    -477
   1048   -4521    4095     4027    1987    4522     -985    -469   -1261
   1075   -4498    4045     2934    2790    -473    -1296    -300     427
   1133   -4489    3944     3508     666    -880    -2347    1520     736
   1126   -4456    3834     4628     529    4142     -169    -357    -345
   1129   -4455    3790     2714    1138    1292      -93      -4    -851
   1167   -4492    3717     2726    2334    1130    -1053     222     122
   1186   -4483    3694     2941    2330    1119     -626     908      88
   1208   -4461    3741     3080    2158    1450     -690     689     356
   1215   -4399    3673     4108    1507    2618      -41     121      -1
   1211   -4415    3766     3848    1440    1280     1399     -63    -405
   1188   -4376    3718     3563    1044    2809      299    -373    -693
   1276   -4415    3769     2957    1386     978     -354     -91    -751
   1290   -4457    3755     3877    1412    2814      103   -1097   -1061
   1312   -4456    3672     2745    2566     415    -1010    -104    -117
   1356   -4415    3752     4037    2601     819    -1298     945     165
   1349   -4385    3513     6059    2971    1843    -1166     329    1223
   1294   -4309    3416     2823    2030    3346      167    -250     875
   1251   -4366    3461     3237    -288    1371     2212    -277     -84
   1254   -4377    3598     2397    1697    -945       34    1172     417
   1266   -4354    3570     2492    1544    3978    -1635    -550     608
   1212   -4264    3435     3251    1165    3503      173    -925     621
   1120   -4250    3476     3171     176     967    -1615    -650     718
   1058   -4169    3359     2980    1446     309    -3303     639    2070
    998   -4080    3157     4062   -1336    3559     -297    -428    -356
   1051   -4259    3378     2887    3886    -838    10409    6300    -742
   1387   -4291    3343     -867   -1846    2541      917   11073     176
   1831   -4300    3267     3937   -1767   14023     -311    2907   -1696
   1937   -4305    3353     3989    2641    5804      370   -1841    -303
   1878   -4297    3358      927    3026    -483      462    1105    1351
   1935   -4330    3285     1930    -129    3026      -52    1398     216
   1937   -4318    3237     2129    2304    4133     -286      65     127
   1986   -4327    3179     1543     770    2129     -237     814     -60
   2065   -4304    3195     1488     170     884    -1504    2812     463
   2108   -4278    3301     3188    -293    7492      660   -1260    -289
   2112   -4238    3300     1531    1082    1763     -124     450    -437
   2144   -4239    3285     2376    1468    3811     -289     -40    -316
   2114   -4221    3245     2085    1081    2528     -522     204    -529
   2186   -4165    3260     1727    1470    1855       14    1355    -374
   2301   -4176    3240     2163    1729    4385      400     299    -660
   2310   -4174    3237     1252    3841    2510     -822     948    1009
   2323   -4107    3197      910   -1965    3972    -1176     910     214
   2426   -4062    3160      674   -1382    2508    -1079    3982     617
   2432   -3991    3053     1922    5700    7361     3614   -2788    -737
   2369   -3950    2984      283    -332    -530     -918    -329    -514
   2534   -3900    2982      252   -1555    3912     -145    3578   -1751
   2715   -3817    2961     1343     693    7839     -934     931   -1388
   2829   -3737    2938      706    1362    3688    -1659     939   -1206
   2837   -3670    2875      903    -678    8873      862   -1644   -1302
   2837   -3645    2858    -1282    -104    1520     -864     468    -583
   3002   -3519    2893      893   -3083     -15    -1317    3436   -2708
   3280   -3410    2891     1391   -1546    6770    -2021    1925   -3692
   3335   -3225    2935     -350    5004    7804    -1938    -673    -710
   3264   -3131    2780     -871     239    6674     2064   -2622   -1564
   3191   -3101    2748    -1101   -4764     780    -1893     573   -3270
   3319   -2769    2732     -823   -2052    4377    -2536    1451   -5286
   3454   -2440    2819     -861    4693    3549    -3566    2050   -1930
   3521   -2254    2775      422   -1103    8283    -2446   -1128   -1712
   3470   -2025    2857     -902   -3339    2546    -3673      77   -1293
   3460   -1747    2906     -593    -714     524    -3863    2792   -1115
   3594   -1571    3066      -22   -1999    7455    -1119    1084   -1306
   3679   -1459    3179     -431   -1558    4926    -1488     946    -727
   3652   -1318    3189     -303   -1945    5674    -1360    -221    -392
   3628   -1209    3302     -736   -7516    1903    -6025     646    -713
   3625   -1081    3328      -13   -1825    5490    -1302     -76    -814
   3588    -962    3416     -217   -2815    2309    -1667     582    -694
   3573    -843    3489      -82   -3402    2672    -1697    -113    -748
   3531    -764    3569     -156   -3034     860    -2049    1197    -726
   3566    -648    3709      646   -6590    5016    -1392     703   -1612
   3503    -498    3845      334    4172    6528    -2471    1027     318
   3544    -448    3952      325   -5669    4666    -1716    -394    -386
   3492    -408    3971     -535   -4576     248    -2085     444    -299
   3495    -347    4151      -12   -3193    1619    -2117     631     -61
   3549    -290    4324     -534   -2021    3466    -1393    1499     733
   3613    -304    4399     -392   -3143    2494      169    1172     567
   3646    -362    4468      419   -5028    2734      146    -132     273
   3675    -360    4360     -683   -4190     383      431     592     268
   3720    -342    4431    -1361   -3233     477      131    1757     486
   3734    -375    4494    -1264   -2285    1871      110    1698     237
   3762    -405    4713       98   -3963    2361     -219    1661     145
   3841    -389    4749     -117   -4138     796      -59    1381    -227
   3808    -359    4768      242   -5067    3382     -122    -660   -1564
   3729    -267    4724    -1224   -3150     942      640    -643   -1003
   3677    -250    4687     -699   -2647    1961      178    -910     378
   3656    -291    4653     -455   -4032    1864      300   -1058     496
   3675    -301    4542     -383   -5515    -368      568    -219    -507
   3637    -323    4425     -320   -4974     888     1001     -69   -1281
   3576    -240    4388     -193   -3791    1979     1316    -374   -1302
   3519    -211    4253     -260   -2460    2329     -252    -632     -21
   3502    -230    4282       29   -3688    1972      171   -1082     344
   3480    -228    4209      630   -5452    1854     -185   -1662    -426
   3435    -195    4319      179   -3984    2002      -31   -1435    -459
   3359    -208    4174     -143   -5005   -1246     -494    1050    -957
   3320    -140    4213      613   -4506    1999      235     653   -1628
   3191    -122    4212      780   -4398    2024     -724    -789   -1499
   3057     -17    4237      570   -3297    1497     -747    -589   -1287
   2922       6    4063     2717   -7771    5401    28255     423   -9740
   2502   -1153    2600     1258    -351    7647    14325   -4266     592
   2288   -2495    2337      806   -5292    3281    14549   -2178   -2250
   2177   -3158    2464      570    1491    3716     1575    -361    -488
   2272   -3411    2666     3658    1016    4464      784    -201   -1440
   2228   -3401    2564     2314    3292    5467     -230   -1868    -585
